step,time_s,input_acc_m_s2,input_vel_m_s,incident_force,base_relative_velocity_m_s,dashpot_force,net_boundary_force,base_relative_displacement_m,base_relative_acceleration_m_s2,surface_acceleration_m_s2,impedance_c
1920,9.6000000000e+00,-9.1875162600e-04,6.9005851822e-03,2.6730095507e+01,1.1712593169e-02,2.2684940898e+01,4.0451546092e+00,7.1080606383e-02,3.3409791423e-02,2.0285823857e-01,1.9367991845e+03
1921,9.6050000000e+00,-2.4989886090e-02,6.8358135879e-03,2.6479196365e+01,1.1723447622e-02,2.2705963794e+01,3.7732325715e+00,7.1139115860e-02,1.4373658379e-02,2.3594495237e-01,1.9367991845e+03
1922,9.6100000000e+00,-3.0741165360e-02,6.6964859593e-03,2.5939497090e+01,1.1497143035e-02,2.2267657254e+01,3.6718398365e+00,7.1196950130e-02,-4.0731656891e-03,2.6768911269e-01,1.9367991845e+03
1923,9.6150000000e+00,-3.1989301470e-02,6.5396597922e-03,2.5332015505e+01,1.1149262803e-02,2.1593883105e+01,3.7381323999e+00,7.1253315729e-02,-2.1424681132e-02,2.9530150604e-01,1.9367991845e+03
1924,9.6200000000e+00,-3.8191566060e-02,6.3642076234e-03,2.4652384270e+01,1.0696601705e-02,2.0717169459e+01,3.9352148109e+00,7.1307630888e-02,-3.0947018983e-02,3.0370388750e-01,1.9367991845e+03
1925,9.6250000000e+00,-2.6673134940e-02,6.2020458709e-03,2.4024234770e+01,1.0252947276e-02,1.9857899922e+01,4.1663348476e+00,7.1359699686e-02,-2.5085486906e-02,2.7667630366e-01,1.9367991845e+03
1926,9.6300000000e+00,2.9959896960e-02,6.2102627760e-03,2.4056063760e+01,1.0161876444e-02,1.9681514010e+01,4.3745497501e+00,7.1410723563e-02,-9.7706964218e-03,1.9849231789e-01,1.9367991845e+03
1927,9.6350000000e+00,1.1303984520e-01,6.5677621314e-03,2.5440872680e+01,1.0764867186e-02,2.0849385987e+01,4.5914866931e+00,7.1463675216e-02,-1.3667594446e-03,8.1998721207e-02,1.9367991845e+03
1928,9.6400000000e+00,1.6534774620e-01,7.2637311099e-03,2.8136776980e+01,1.1994671553e-02,2.3231270081e+01,4.9055068986e+00,7.1521848686e-02,-6.3535318798e-03,-2.4387058422e-02,1.9367991845e+03
1929,9.6450000000e+00,1.5977586240e-01,8.0765401314e-03,3.1285272680e+01,1.3440164923e-02,2.6030900463e+01,5.2543722174e+00,7.1586902201e-02,-2.4890710754e-03,-7.7882066857e-02,1.9367991845e+03
1930,9.6500000000e+00,1.3283318790e-01,8.8080627571e-03,3.4118897530e+01,1.4806791637e-02,2.8677781967e+01,5.4411155630e+00,7.1658804908e-02,1.7526719816e-02,-7.1948665899e-02,1.9367991845e+03
